"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"501","2017","14","Chhattisgarh","Rajnandgaon","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"502","2016","6","Madhya Pradesh","Bhopal","9.14","3.88","38.34","33.85","72.18","20.62","105.82","105.82"
"502","2017","6","Madhya Pradesh","Bhopal","12.84","3.54","60.15","32.27","92.41","29.81","138.61","138.61"
"503","2016","1","Andhra Pradesh","Vizianagaram","41.5","73.42","30.73","8.77","39.51","2.4","156.83","189.4"
"503","2017","1","Andhra Pradesh","Vizianagaram","43.03","75.65","26.84","5.43","32.26","3.36","154.3","191.12"
"504","2016","1","Andhra Pradesh","Prakasam","32.23","2.57","100.39","1.78","102.17","3.16","140.14","144.46"
"504","2017","1","Andhra Pradesh","Prakasam","37.52","2.09","93.65","0.73","94.37","2.78","136.76","138.95"
"506","2016","11","Tamil Nadu","Dharmapuri","0.39","0.65","0.74","47.46","48.2","-1.0","49.23","63.69"
"506","2017","11","Tamil Nadu","Dharmapuri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"507","2016","11","Tamil Nadu","Periyar(Erode)","16.95","0.01","25.28","45.38","70.66","-1.0","87.62","90.75"
"507","2017","11","Tamil Nadu","Periyar(Erode)","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"508","2016","11","Tamil Nadu","Pudukkottai","4.05","46.01","34.98","8.38","43.36","-1.0","93.41","95.73"
"508","2017","11","Tamil Nadu","Pudukkottai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"509","2016","11","Tamil Nadu","Dindigul Anna","-1.0","0.01","3.53","69.33","72.86","0.9","73.78","74.59"
"509","2017","11","Tamil Nadu","Dindigul Anna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"510","2016","11","Tamil Nadu","Virudhunagar Kamarajar","-1.0","13.59","0.14","26.06","26.2","-1.0","39.8","41.58"
"510","2017","11","Tamil Nadu","Virudhunagar Kamarajar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"512","2016","11","Tamil Nadu","Sivagangai Pasumpon","-1.0","50.51","2.94","13.56","16.5","-1.0","67.01","67.02"
"512","2017","11","Tamil Nadu","Sivagangai Pasumpon","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"513","2016","11","Tamil Nadu","Chidambanar Toothukudi","7.12","4.11","1.41","15.28","16.69","-1.0","27.92","28.23"
"513","2017","11","Tamil Nadu","Chidambanar Toothukudi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"514","2016","7","Maharashtra","Jalna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"514","2017","7","Maharashtra","Jalna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"515","2016","7","Maharashtra","Latur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"515","2017","7","Maharashtra","Latur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"516","2016","7","Maharashtra","Gadchiroli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"516","2017","7","Maharashtra","Gadchiroli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"517","2016","7","Maharashtra","Sindhudurg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"517","2017","7","Maharashtra","Sindhudurg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"518","2016","3","Gujarat","Gandhinagar","3.1","0.0","98.6","0.0","98.6","0.0","101.7","158.2"
"518","2017","3","Gujarat","Gandhinagar","3.4","0.0","98.7","0.0","98.7","0.2","102.3","158.3"
"519","2016","10","Rajasthan","Dholpur","9.24","0.08","114.77","3.63","118.4","1.12","128.85","129.57"
"519","2017","10","Rajasthan","Dholpur","6.52","0.01","114.91","2.75","117.66","0.71","124.9","125.88"
"520","2016","20","Telangana","Rangareddy","-1.0","-1.0","37.51","0.05","37.56","1.08","38.64","51.41"
"520","2017","20","Telangana","Rangareddy","0.0","0.04","43.17","0.01","43.18","0.04","43.26","59.71"
"521","2016","11","Tamil Nadu","Thiruvannamalai","0.05","8.27","3.31","105.68","108.99","-1.0","117.31","153.55"
"521","2017","11","Tamil Nadu","Thiruvannamalai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"523","2016","4","Haryana","Yamunanagar","2.0","-1.0","106.0","-1.0","106.0","-1.0","108.0","206.0"
"523","2017","4","Haryana","Yamunanagar","1.0","-1.0","99.0","-1.0","99.0","-1.0","100.0","208.0"
"524","2016","4","Haryana","Kaithal","77.0","-1.0","126.0","-1.0","126.0","-1.0","203.0","352.0"
"524","2017","4","Haryana","Kaithal","77.0","-1.0","125.0","-1.0","125.0","-1.0","202.0","383.0"
"525","2016","4","Haryana","Panipat","31.0","-1.0","63.0","-1.0","63.0","-1.0","94.0","165.0"
"525","2017","4","Haryana","Panipat","56.0","-1.0","39.0","-1.0","39.0","-1.0","95.0","187.0"
"526","2016","4","Haryana","Rewari","-1.0","-1.0","116.0","-1.0","116.0","-1.0","116.0","184.0"
"526","2017","4","Haryana","Rewari","0.0","-1.0","122.0","-1.0","122.0","-1.0","122.0","193.0"
"527","2016","16","Uttarakhand","Haridwar","13.12","-1.0","88.87","4.35","93.22","1.66","108.0","153.43"
"527","2017","16","Uttarakhand","Haridwar","12.02","0.0","94.2","1.13","95.33","1.99","109.34","152.19"
"528","2016","12","Uttar Pradesh","Firozabad","17.72","0.02","147.61","0.66","148.27","0.0","166.0","235.62"
"528","2017","12","Uttar Pradesh","Firozabad","18.17","0.0","147.18","0.65","147.84","0.0","166.01","225.75"
"529","2016","12","Uttar Pradesh","Sonbhadra","44.71","2.8","4.23","3.35","7.58","6.81","61.89","106.87"
"529","2017","12","Uttar Pradesh","Sonbhadra","44.21","2.8","4.71","3.33","8.04","6.85","61.9","106.9"
"530","2016","12","Uttar Pradesh","Mau","8.61","0.0","106.45","1.51","107.96","0.0","116.56","192.22"
"530","2017","12","Uttar Pradesh","Mau","8.6","0.0","106.42","1.51","107.93","0.0","116.53","192.11"
"531","2016","12","Uttar Pradesh","Mahrajgani","11.15","0.76","151.54","7.11","158.65","0.06","170.61","182.7"
"531","2017","12","Uttar Pradesh","Mahrajgani","11.15","0.76","151.54","7.11","158.65","0.06","170.62","182.72"
"532","2016","12","Uttar Pradesh","Sidharthnagar","7.88","9.75","157.59","4.02","161.6","0.3","179.54","208.83"
"532","2017","12","Uttar Pradesh","Sidharthnagar","7.88","7.95","159.33","3.98","163.31","0.4","179.54","207.97"
"533","2016","12","Uttar Pradesh","Mahoba","19.24","10.18","5.2","55.14","60.34","0.83","90.59","91.23"
"533","2017","12","Uttar Pradesh","Mahoba","9.05","5.91","3.35","57.38","60.73","0.54","76.23","78.34"
"536","2016","10","Rajasthan","Baran","63.5","6.33","219.33","31.4","250.74","14.71","335.27","353.61"
"536","2017","10","Rajasthan","Baran","62.69","2.9","208.28","31.19","239.47","10.8","315.86","331.39"
"537","2016","10","Rajasthan","Dausa","-1.0","-1.0","141.51","22.79","164.3","1.25","165.54","167.13"
"537","2017","10","Rajasthan","Dausa","0.0","0.0","135.81","13.33","149.14","0.0","149.14","150.27"
"538","2016","10","Rajasthan","Rajsamand","0.11","5.4","1.0","37.44","38.44","-1.0","43.96","52.19"
"538","2017","10","Rajasthan","Rajsamand","0.0","6.32","2.82","38.4","41.22","0.0","47.54","54.43"
"539","2016","10","Rajasthan","Hanumangarh","426.02","-1.0","8.11","4.38","12.48","-1.0","438.51","799.29"
"539","2017","10","Rajasthan","Hanumangarh","447.16","0.0","9.19","0.32","9.51","0.0","456.67","824.18"
"542","2016","11","Tamil Nadu","Nagapattinam","119.36","-1.0","-1.0","-1.0","-1.0","0.48","119.84","160.17"
"542","2017","11","Tamil Nadu","Nagapattinam","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"543","2016","11","Tamil Nadu","Villupuram","0.81","24.16","44.34","126.87","171.2","-1.0","196.17","240.48"
"543","2017","11","Tamil Nadu","Villupuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"545","2016","9","Punjab","Mansa","147.77","-1.0","41.02","-1.0","41.02","-1.0","188.79","363.51"
"545","2017","9","Punjab","Mansa","140.09","0.0","44.38","0.0","44.38","0.0","184.47","364.59"
"546","2016","9","Punjab","Fatehgarh Sahib","0.03","-1.0","102.0","-1.0","102.0","-1.0","102.03","191.1"
"546","2017","9","Punjab","Fatehgarh Sahib","0.03","0.0","102.0","0.0","102.0","0.0","102.03","186.23"
"547","2016","12","Uttar Pradesh","Kanpur Nagar","31.04","0.05","102.39","0.32","102.71","0.0","133.79","178.9"
"547","2017","12","Uttar Pradesh","Kanpur Nagar","31.04","0.12","102.32","0.32","102.64","0.0","133.8","179.06"
"548","2016","12","Uttar Pradesh","Kanpur Dehat","43.63","0.03","114.17","1.2","115.37","0.0","159.04","238.34"
"548","2017","12","Uttar Pradesh","Kanpur Dehat","43.56","0.03","113.88","1.92","115.8","0.0","159.39","227.46"
"549","2016","5","Karnataka","Bangalore(Rural)","-1.0","-1.0","17.89","-1.0","17.89","0.02","17.91","21.17"
"549","2017","5","Karnataka","Bangalore(Rural)","0.0","0.0","17.77","0.0","17.77","0.05","17.81","20.15"
"550","2016","5","Karnataka","Bangalore(Urban)","-1.0","-1.0","8.9","-1.0","8.9","-1.0","8.9","11.43"
"550","2017","5","Karnataka","Bangalore(Urban)","0.0","0.0","8.42","0.0","8.42","0.0","8.42","10.31"
"601","2016","17","Assam","Cachar","-1.0","-1.0","-1.0","-1.0","-1.0","3.91","3.91","3.91"
"601","2017","17","Assam","Cachar","2.08","0.0","0.0","0.0","0.0","0.0","2.08","3.09"
"602","2016","17","Assam","Darrang","1.5","0.23","17.07","-1.0","17.07","0.18","18.97","18.97"
"602","2017","17","Assam","Darrang","2.03","0.23","0.0","17.08","17.08","0.18","19.51","19.58"
"603","2016","17","Assam","Dibrugarh","-1.0","-1.0","0.87","-1.0","0.87","3.29","4.16","4.16"
"603","2017","17","Assam","Dibrugarh","0.88","0.0","1.0","0.0","1.0","0.0","1.88","2.23"
"604","2016","17","Assam","Goalpara","-1.0","-1.0","23.12","-1.0","23.12","0.82","23.94","23.94"
"604","2017","17","Assam","Goalpara","0.18","0.0","0.0","22.19","22.19","0.83","23.19","23.19"
"605","2016","17","Assam","Kamrup","2.16","0.65","1.83","0.25","2.07","3.82","8.7","10.58"
"605","2017","17","Assam","Kamrup","1.54","0.61","3.32","1.98","5.3","2.31","9.75","14.79"
"606","2016","17","Assam","Karbi Anglong","6.3","-1.0","0.11","-1.0","0.11","12.73","19.14","40.76"
"606","2017","17","Assam","Karbi Anglong","6.3","0.0","0.11","0.0","0.11","12.73","19.14","40.76"
"607","2016","17","Assam","Lakhimpur","0.46","0.81","0.43","0.01","0.44","26.75","28.44","28.45"
"607","2017","17","Assam","Lakhimpur","0.34","0.33","0.71","0.01","0.71","14.98","16.36","16.36"
"608","2016","17","Assam","North Cachar Hil","0.35","-1.0","-1.0","-1.0","-1.0","-1.0","0.35","0.35"
"608","2017","17","Assam","North Cachar Hil","1.03","0.0","0.0","0.0","0.0","0.0","1.03","1.03"
"609","2016","17","Assam","Nagaon","15.31","7.08","7.94","9.63","17.57","8.17","48.12","83.98"
"609","2017","17","Assam","Nagaon","24.56","6.48","2.85","1.17","4.02","13.27","48.32","76.47"
"610","2016","17","Assam","Sibsagar","-1.0","-1.0","-1.0","-1.0","-1.0","30.76","30.76","30.76"
"610","2017","17","Assam","Sibsagar","0.0","0.0","0.0","0.0","0.0","30.76","30.76","30.76"
"615","2016","17","Assam","Barpeta","6.08","-1.0","0.5","-1.0","0.5","46.07","52.65","71.4"
"615","2017","17","Assam","Barpeta","6.08","0.0","0.5","0.0","0.5","46.72","53.3","73.02"
"616","2016","17","Assam","Dhubri","0.66","0.07","4.23","-1.0","4.23","5.01","9.97","14.15"
"616","2017","17","Assam","Dhubri","0.68","0.08","4.29","0.0","4.29","4.97","10.02","14.45"
"617","2016","17","Assam","Golaghat","0.09","-1.0","0.01","-1.0","0.01","-1.0","0.1","0.1"
"617","2017","17","Assam","Golaghat","0.0","0.0","0.07","0.0","0.07","0.0","0.07","0.07"
"618","2016","17","Assam","Jorhat","3.85","-1.0","5.62","-1.0","5.62","0.44","9.9","9.9"
"618","2017","17","Assam","Jorhat","0.17","0.0","0.69","0.0","0.69","0.0","0.86","0.86"
"619","2016","17","Assam","Karimganj","1.11","-1.0","-1.0","-1.0","-1.0","-1.0","1.11","1.11"
"619","2017","17","Assam","Karimganj","2.7","0.0","0.08","0.0","0.08","0.0","2.78","2.78"
"620","2016","17","Assam","Kokrajhar","3.27","0.97","6.57","-1.0","6.57","5.7","16.51","21.53"
"620","2017","17","Assam","Kokrajhar","6.15","0.0","9.45","0.0","9.45","0.46","16.06","20.07"
"621","2016","17","Assam","Nalbari","0.52","0.29","0.46","-1.0","0.46","0.52","1.8","2.2"
"621","2017","17","Assam","Nalbari","1.04","0.29","10.13","0.69","10.82","11.32","23.46","49.0"
"622","2016","17","Assam","Sonitpur","0.54","0.08","4.36","0.06","4.42","13.88","18.91","21.11"
"622","2017","17","Assam","Sonitpur","0.54","0.08","4.37","0.06","4.43","13.88","18.92","21.12"
"626","2016","18","Himachal Pradesh","Bilashpur","-1.0","0.0","0.66","0.01","0.67","6.15","6.82","6.82"
"626","2017","18","Himachal Pradesh","Bilashpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"627","2016","18","Himachal Pradesh","Chamba","-1.0","-1.0","-1.0","-1.0","-1.0","3.55","3.55","6.82"
"627","2017","18","Himachal Pradesh","Chamba","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"628","2016","18","Himachal Pradesh","Hamirpur","-1.0","0.02","0.02","-1.0","0.02","1.7","1.73","3.49"
"628","2017","18","Himachal Pradesh","Hamirpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"629","2016","18","Himachal Pradesh","Kangra","0.01","-1.0","4.4","0.11","4.51","31.16","35.69","83.44"
"629","2017","18","Himachal Pradesh","Kangra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"630","2016","18","Himachal Pradesh","Kinnaur","-1.0","-1.0","-1.0","-1.0","-1.0","5.47","5.47","6.51"
"630","2017","18","Himachal Pradesh","Kinnaur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"631","2016","18","Himachal Pradesh","Kullu","-1.0","0.05","-1.0","-1.0","-1.0","2.63","2.68","2.95"
"631","2017","18","Himachal Pradesh","Kullu","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"632","2016","18","Himachal Pradesh","Lahul & Spiti","-1.0","-1.0","-1.0","-1.0","-1.0","3.4","3.4","3.4"
"632","2017","18","Himachal Pradesh","Lahul & Spiti","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"633","2016","18","Himachal Pradesh","Solan","0.0","-1.0","1.23","1.96","3.19","6.48","9.67","32.13"
"633","2017","18","Himachal Pradesh","Solan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"634","2016","18","Himachal Pradesh","Mandi","0.08","-1.0","-1.0","-1.0","-1.0","12.61","12.69","25.63"
"634","2017","18","Himachal Pradesh","Mandi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"635","2016","18","Himachal Pradesh","Shimla","-1.0","-1.0","-1.0","-1.0","-1.0","2.56","2.56","3.46"
"635","2017","18","Himachal Pradesh","Shimla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"636","2016","18","Himachal Pradesh","Sirmaur","3.25","0.13","1.86","1.2","3.06","8.38","14.81","28.27"
"636","2017","18","Himachal Pradesh","Sirmaur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"637","2016","18","Himachal Pradesh","Una","-1.0","-1.0","14.37","0.94","15.31","-1.0","15.31","23.24"
"637","2017","18","Himachal Pradesh","Una","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"651","2016","19","Kerala","Alappuzha","4.13","0.4","7.5","0.81","8.31","26.06","38.9","-1.0"
"651","2017","19","Kerala","Alappuzha","2.42","0.44","7.07","0.87","7.94","25.06","35.86","-1.0"
"652","2016","19","Kerala","Kannur","1.06","1.23","0.41","8.77","9.18","3.4","14.87","-1.0"
"652","2017","19","Kerala","Kannur","1.31","0.98","0.44","8.35","8.79","3.24","14.32","-1.0"
"653","2016","19","Kerala","Eranakulam","6.91","2.12","0.45","6.96","7.41","5.31","21.75","-1.0"
"653","2017","19","Kerala","Eranakulam","9.86","1.58","0.52","7.14","7.66","4.84","23.94","-1.0"
"654","2016","19","Kerala","Idukki","1.75","19.28","5.81","7.68","13.48","7.66","42.18","-1.0"
"654","2017","19","Kerala","Idukki","1.52","19.57","6.33","8.98","15.31","8.35","44.74","-1.0"
"655","2016","19","Kerala","Kottayam","0.03","0.18","0.02","2.27","2.29","10.92","13.42","-1.0"
"655","2017","19","Kerala","Kottayam","0.13","0.18","0.02","2.38","2.4","13.65","16.36","-1.0"
"656","2016","19","Kerala","Kozhikode","0.88","0.51","0.04","2.71","2.75","0.5","4.65","-1.0"
"656","2017","19","Kerala","Kozhikode","0.94","0.44","0.02","2.89","2.91","0.69","4.98","-1.0"
"657","2016","19","Kerala","Malappuram","2.48","4.09","1.24","13.56","14.8","4.75","26.12","-1.0"
"657","2017","19","Kerala","Malappuram","2.62","3.77","1.57","13.79","15.36","4.4","26.15","-1.0"
"658","2016","19","Kerala","Palakkad","25.09","4.93","13.07","10.0","23.07","15.2","68.29","-1.0"
"658","2017","19","Kerala","Palakkad","35.29","4.46","13.28","9.28","22.56","12.0","74.31","-1.0"
"659","2016","19","Kerala","Kollam","1.38","0.08","0.04","2.96","2.99","0.83","5.28","-1.0"
"659","2017","19","Kerala","Kollam","1.82","0.1","0.01","2.51","2.52","0.79","5.22","-1.0"
"660","2016","19","Kerala","Thrissur","14.17","3.55","1.28","34.2","35.48","8.48","61.68","-1.0"
"660","2017","19","Kerala","Thrissur","15.07","3.47","1.44","34.57","36.01","8.8","63.35","-1.0"
"661","2016","19","Kerala","Thiruvananthapuram","3.4","0.88","0.05","2.8","2.85","0.46","7.59","-1.0"
"661","2017","19","Kerala","Thiruvananthapuram","4.12","0.27","0.08","2.66","2.74","0.46","7.58","-1.0"
"662","2016","19","Kerala","Kasaragod","0.24","12.33","12.11","27.45","39.56","3.75","55.87","-1.0"
"662","2017","19","Kerala","Kasaragod","0.26","14.25","11.72","27.45","39.17","3.45","57.12","-1.0"
"663","2016","19","Kerala","Pathanamthitta","2.83","0.03","0.0","2.24","2.24","0.09","5.18","-1.0"
"663","2017","19","Kerala","Pathanamthitta","2.01","0.1","0.0","2.21","2.21","1.01","5.33","-1.0"
"664","2016","19","Kerala","Wayanad","0.0","0.06","0.0","0.08","0.08","11.84","11.98","-1.0"
"664","2017","19","Kerala","Wayanad","0.0","0.17","0.0","0.03","0.03","12.52","12.72","-1.0"
"701","2016","8","Odisha","Balasore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","102.87","186.6"
"701","2017","8","Odisha","Balasore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","108.89","187.13"
"702","2016","8","Odisha","Bolangir","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","90.62","127.56"
"702","2017","8","Odisha","Bolangir","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","66.77","101.14"
"703","2016","8","Odisha","Cuttack","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","84.06","140.33"
"703","2017","8","Odisha","Cuttack","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","84.93","129.74"
"704","2016","8","Odisha","Dhenkanal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","66.79","99.51"
"704","2017","8","Odisha","Dhenkanal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","58.51","93.4"
"705","2016","8","Odisha","Ganjam","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","211.11","267.75"
"705","2017","8","Odisha","Ganjam","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","218.36","267.95"
"706","2016","8","Odisha","Kalahandi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","137.97","206.15"
"706","2017","8","Odisha","Kalahandi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","155.45","233.99"
"707","2016","8","Odisha","Keonjhar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","104.01","140.09"
"707","2017","8","Odisha","Keonjhar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","94.7","136.62"
"708","2016","8","Odisha","Koraput","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","72.07","137.49"
"708","2017","8","Odisha","Koraput","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","73.66","134.3"
"709","2016","8","Odisha","Mayurbhanja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","121.74","163.65"
"709","2017","8","Odisha","Mayurbhanja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","126.11","175.9"
"710","2016","8","Odisha","Phulbani(Kandhamal)","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","32.2","40.14"
"710","2017","8","Odisha","Phulbani(Kandhamal)","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","23.15","34.98"
"711","2016","8","Odisha","Puri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","93.99","153.83"
"711","2017","8","Odisha","Puri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","78.61","148.2"
"712","2016","8","Odisha","Sambalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","67.58","103.04"
"712","2017","8","Odisha","Sambalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","70.32","107.48"
"713","2016","8","Odisha","Sundargarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","72.42","107.9"
"713","2017","8","Odisha","Sundargarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","83.87","123.5"
"714","2016","8","Odisha","Bhadrak","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","122.03","143.27"
"714","2017","8","Odisha","Bhadrak","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","96.76","118.17"
"716","2016","8","Odisha","Jagatsinghapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","66.63","108.3"
"716","2017","8","Odisha","Jagatsinghapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","72.27","117.05"
"717","2016","8","Odisha","Jajapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","58.32","121.91"
"717","2017","8","Odisha","Jajapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","58.08","112.79"
"718","2016","8","Odisha","Kendrapara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","77.86","102.39"
"718","2017","8","Odisha","Kendrapara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","80.89","115.85"
"719","2016","8","Odisha","Angul","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","62.17","102.61"
"719","2017","8","Odisha","Angul","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","55.17","96.87"
"720","2016","8","Odisha","Gajapati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","30.46","47.36"
"720","2017","8","Odisha","Gajapati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","32.03","50.58"
"721","2016","8","Odisha","Nuapada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","50.83","65.51"
"721","2017","8","Odisha","Nuapada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","49.86","60.75"
"722","2016","8","Odisha","Malkangiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","71.17","87.63"
"722","2017","8","Odisha","Malkangiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","71.66","90.48"
"723","2016","8","Odisha","Nawarangpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","44.04","71.66"
"723","2017","8","Odisha","Nawarangpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","40.52","74.5"
"724","2016","8","Odisha","Rayagada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","37.48","60.5"
"724","2017","8","Odisha","Rayagada","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","41.9","63.81"
"725","2016","8","Odisha","Khurda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","57.24","71.35"
"725","2017","8","Odisha","Khurda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","46.89","66.2"
"726","2016","8","Odisha","Nayagarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","54.2","72.84"
"726","2017","8","Odisha","Nayagarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","52.12","73.51"
"728","2016","8","Odisha","Boudh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","61.91","79.19"
"728","2017","8","Odisha","Boudh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","57.64","77.21"
"729","2016","8","Odisha","Bargarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","111.32","208.11"
"729","2017","8","Odisha","Bargarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","123.05","228.26"
"730","2016","8","Odisha","Deogarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","24.42","35.14"
"730","2017","8","Odisha","Deogarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","26.58","42.36"
"731","2016","8","Odisha","Jharsuguda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","13.44","21.92"
"731","2017","8","Odisha","Jharsuguda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","13.08","21.33"
"732","2016","8","Odisha","Sonepur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","82.14","135.74"
"732","2017","8","Odisha","Sonepur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","73.08","131.26"
"801","2016","13","West Bengal","24 - Paraganas South","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"801","2017","13","West Bengal","24 - Paraganas South","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"802","2016","13","West Bengal","24 - Paraganas North","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"802","2017","13","West Bengal","24 - Paraganas North","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"803","2016","13","West Bengal","Nadia","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"803","2017","13","West Bengal","Nadia","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"804","2016","13","West Bengal","Murshidabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
