Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
63,2016,20,Telangana,Adilabad,0.5,1.68,0.46103944251438533,2.62,2.62,0.3512780415326465,1.24,0.4182821401100516,0.47624115284376545,10.621,0.001,0.034,10.656,1.314,0.177,0.049573005204907566,0.01,12.9,2.309,0.037
63,2017,20,Telangana,Adilabad,0.17,1.67,0.0,2.91,2.91,0.0,1.13,0.0,0.0,15.702,0.0,0.033,15.735,1.01,0.198,0.0,0.006,23.739,3.028,0.052
65,2016,5,Karnataka,Kolar,1.16,0.0,0.0,0.0,0.0,0.0,0.13,0.84,0.0,0.0,0.3,0.0,0.3,0.16,0.0,0.0,0.08,0.0,13.0,6.447
65,2017,5,Karnataka,Kolar,1.18,0.0,0.0,0.0,0.0,0.0,0.08,1.31,0.0,0.0,0.08,0.0,0.08,0.03,0.0,0.0,0.01,0.0,11.7,0.537
66,2016,5,Karnataka,Tumkur,10.2,0.0,0.0,0.0,0.0,0.0,3.24,4.94,0.0,0.0,0.58,0.16,0.75,6.37,0.0,0.14,0.86,0.85,14.61,2.094
66,2017,5,Karnataka,Tumkur,4.86,0.0,0.0,0.0,0.0,0.0,2.83,3.18,0.0,0.02,3.34,0.14,3.51,5.08,0.0,0.2,1.15,0.51,15.32,3.433
67,2016,5,Karnataka,Mysore,65.64,0.0,0.0,0.01,0.01,0.0,4.06,1.86,0.0,0.01,0.0,0.26,0.27,0.0,0.0,0.02,5.6,0.0,13.85,0.017
67,2017,5,Karnataka,Mysore,65.13,0.0,0.0,0.0,0.0,0.0,6.04,3.69,0.0,0.02,0.0,0.02,0.04,0.0,0.0,0.0,4.15,0.0,15.42,0.0
68,2016,5,Karnataka,Mandya,43.66,0.0,0.0,0.0,0.0,0.0,1.13,8.9,0.0,0.0,0.2,0.51,0.72,0.08,0.04,0.0,22.87,0.0,11.26,1.085
68,2017,5,Karnataka,Mandya,33.85,0.0,0.0,0.0,0.0,0.0,7.59,29.81,0.0,0.01,0.01,0.01,0.03,0.13,0.0,0.0,20.94,0.0,9.03,0.049
69,2016,5,Karnataka,Hassan,16.38,0.0,0.0,0.0,0.0,0.0,5.68,3.02,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,2.04,0.0,12.6,0.0
69,2017,5,Karnataka,Hassan,11.18,0.0,0.0,0.01,0.01,0.0,4.74,4.97,0.0,0.01,0.0,0.01,0.02,0.12,0.0,0.0,2.16,0.0,15.79,0.0
70,2016,5,Karnataka,Shimoge,73.07,0.0,0.02,0.05,0.07,0.0,5.71,0.19,0.0,0.01,0.17,0.5,0.68,0.04,0.0,0.0,2.63,0.02,6.86,0.012
70,2017,5,Karnataka,Shimoge,64.63,0.0,0.01,0.03,0.04,0.0,13.88,0.11,0.0,0.01,0.09,0.44,0.54,0.12,0.01,0.0,2.16,0.0,6.88,0.05
71,2016,5,Karnataka,Chickmagalur,11.22,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.16,0.0,0.0,1.81,0.0,7.55,0.0
71,2017,5,Karnataka,Chickmagalur,8.24,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.18,0.03,0.0,0.0,1.66,0.0,8.39,0.0
72,2016,5,Karnataka,Chitradurga,0.84,0.16,0.72,0.58,1.3,0.0,9.12,4.95,0.0,0.12,0.04,0.32,0.48,1.47,0.0,0.0,0.01,2.73,44.07,0.0
72,2017,5,Karnataka,Chitradurga,1.58,0.27,0.35,0.52,0.87,0.0,7.63,5.35,0.0,0.07,0.01,0.41,0.48,1.55,0.0,0.0,0.0,4.41,44.06,0.005
73,2016,5,Karnataka,Bellary,86.51,0.04,6.88,8.91,15.79,2.56,28.13,0.75,0.0,4.69,2.71,1.39,8.79,6.45,0.22,0.0,9.17,20.89,18.57,0.0
73,2017,5,Karnataka,Bellary,101.6,0.55,4.09,17.0,21.09,1.13,30.2,1.0,0.0,6.32,1.54,1.53,9.38,8.67,0.0,0.0,7.27,27.36,19.58,0.0
74,2016,5,Karnataka,Dharwad,2.73,4.1,0.0,2.19,2.19,0.0,8.56,0.0,0.0,5.12,0.0,0.45,5.57,0.59,0.0,0.0,7.55,3.94,5.85,0.009
74,2017,5,Karnataka,Dharwad,2.67,6.63,0.08,4.7,4.78,0.0,4.07,0.0,0.0,8.81,0.07,1.35,10.23,0.9,0.0,0.0,8.75,4.94,7.51,0.016
75,2016,5,Karnataka,Belgaum,6.48,35.16,11.57,28.44,40.0,0.53,112.62,0.32,0.0,65.36,0.82,1.58,67.75,10.91,0.01,0.0,194.48,13.17,19.06,0.804
75,2017,5,Karnataka,Belgaum,2.61,38.79,1.96,6.45,8.41,0.53,94.72,0.0,0.0,26.22,0.12,0.61,26.94,10.36,0.0,0.0,221.09,6.59,29.69,0.06
76,2016,5,Karnataka,Bijapur,0.01,18.47,0.0,8.81,8.81,11.59,52.39,0.0,0.0,22.94,43.52,0.0,66.46,32.39,0.0,0.0,44.16,9.27,32.97,0.149
76,2017,5,Karnataka,Bijapur,0.03,33.5,0.0,13.81,13.81,2.65,45.29,0.0,0.0,50.69,29.22,0.06,79.97,30.71,0.0,0.0,49.27,9.97,34.57,0.115
77,2016,5,Karnataka,Bidar,0.47,4.0,0.0,1.85,1.85,0.0,0.29,0.0,0.0,6.35,0.0,0.0,6.35,0.05,0.0,0.0,20.69,0.01,2.65,0.006
77,2017,5,Karnataka,Bidar,0.98,2.2,0.0,2.14,2.14,0.0,0.15,0.0,0.0,5.29,0.0,0.0,5.29,0.06,0.0,0.0,19.18,0.0,3.39,0.006
78,2016,5,Karnataka,Raichur,122.46,0.03,0.0,7.74,7.74,6.2,0.96,0.0,0.0,6.7,2.64,0.46,9.8,32.83,0.0,0.0,0.3,12.62,3.04,0.0
78,2017,5,Karnataka,Raichur,110.93,0.08,0.0,19.75,19.75,4.92,0.77,0.0,0.0,20.68,0.72,0.02,21.42,17.98,0.0,0.0,0.0,24.11,1.68,0.0
79,2016,5,Karnataka,Gulbarga,6.81,8.11,0.0,6.42,6.42,0.05,1.53,0.0,0.0,4.83,1.76,0.01,6.6,4.65,0.0,0.0,38.63,10.8,16.93,0.366
79,2017,5,Karnataka,Gulbarga,7.83,9.01,0.0,3.82,3.82,0.0,0.86,0.0,0.0,7.9,3.15,0.0,11.05,7.62,0.0,0.0,43.49,24.9,18.09,0.056
80,2016,5,Karnataka,Dakshina Kannada,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3.97,0.0
80,2017,5,Karnataka,Dakshina Kannada,9.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0
81,2016,5,Karnataka,Uttara Kannada,5.54,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,5.93,0.0,3.65,0.0
81,2017,5,Karnataka,Uttara Kannada,5.46,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.01,0.0,0.48,0.48,0.0,0.0,0.0,7.06,0.0,3.72,0.0
82,2016,5,Karnataka,Kodagu,1.39,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2017,5,Karnataka,Kodagu,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
83,2016,11,Tamil Nadu,Kancheepuram,67.99,0.0,0.0,0.0,0.0,0.09,0.02,0.31,0.0,0.04,0.04,3.73,3.81,8.37,0.8,0.0,2.02,0.0,5.72,0.002
83,2017,11,Tamil Nadu,Kancheepuram,89.352,0.004,0.001,0.005,0.043,0.0,0.156,0.0,0.0,0.0,0.003,0.003,0.0,89.559,0.0,0.017,0.576,1.969,2.545,2.562
84,2016,11,Tamil Nadu,South Arcot Cuddalore,131.91,0.0,0.0,0.0,0.0,1.21,0.77,0.04,0.0,0.0,0.0,3.21,3.21,6.3,0.89,0.0,21.63,0.15,13.06,0.022
84,2017,11,Tamil Nadu,South Arcot Cuddalore,131.222,0.003,0.0,0.003,1.964,0.749,0.12,0.0,0.0,0.004,0.0,0.004,0.0,134.062,0.0,0.005,0.013,2.773,2.786,2.791
85,2016,11,Tamil Nadu,North Arcot Vellore,44.57,0.0,0.01,0.17,0.17,1.29,2.15,2.74,0.0,0.0,0.0,2.59,2.59,2.67,0.25,0.0,5.94,0.19,10.09,0.614
85,2017,11,Tamil Nadu,North Arcot Vellore,54.938,0.141,0.113,0.254,0.281,1.834,4.578,0.0,0.0,0.003,0.0,0.003,0.0,61.888,0.0,0.036,0.031,1.792,1.823,1.859
86,2016,11,Tamil Nadu,Salem,3.99,0.0,1.24,2.9,4.14,0.25,14.44,0.54,0.0,0.01,0.4,1.34,1.75,1.74,0.23,0.0,5.96,4.62,18.9,1.108
86,2017,11,Tamil Nadu,Salem,17.581,1.599,9.133,10.732,0.046,24.549,2.325,0.0,0.0,0.0,0.002,0.002,0.0,55.235,0.0,0.279,0.641,1.075,1.716,1.995
87,2016,11,Tamil Nadu,Coimbatore,0.87,0.0,0.52,0.74,1.26,0.01,2.63,0.0,0.0,0.0,0.02,0.63,0.64,0.21,0.01,0.0,0.79,0.26,15.88,0.824
87,2017,11,Tamil Nadu,Coimbatore,0.68,0.274,0.152,0.426,0.065,2.805,0.001,0.0,0.0,0.002,0.0,0.002,0.0,3.979,0.0,0.002,0.329,0.161,0.49,0.492
88,2016,11,Tamil Nadu,Tiruchirapalli Trichy,26.87,0.0,0.57,1.18,1.75,0.06,0.29,0.0,0.0,0.0,0.05,0.99,1.05,1.27,0.68,0.0,2.38,1.0,14.08,0.264
88,2017,11,Tamil Nadu,Tiruchirapalli Trichy,46.553,0.216,1.125,1.341,0.035,0.375,0.001,0.0,0.0,0.001,0.0,0.001,0.0,48.306,0.001,0.02,0.125,0.942,1.067,1.088
89,2016,11,Tamil Nadu,Thanjavur,147.19,0.0,0.0,0.0,0.0,0.0,0.54,0.01,0.0,0.0,0.06,14.64,14.7,7.2,2.1,0.0,5.66,1.74,4.38,0.22
89,2017,11,Tamil Nadu,Thanjavur,170.697,0.004,0.001,0.005,0.003,0.9,0.003,0.0,0.0,0.017,0.002,0.019,0.0,171.627,0.003,0.072,7.193,8.345,15.538,15.613
90,2016,11,Tamil Nadu,Madurai,10.41,0.0,0.05,1.02,1.07,0.07,3.78,0.04,0.0,0.0,0.08,1.06,1.15,0.29,0.14,0.0,2.72,2.31,9.09,0.053
90,2017,11,Tamil Nadu,Madurai,20.928,1.22,0.487,1.707,0.149,0.304,0.001,0.0,0.0,0.0,0.002,0.002,0.0,23.091,0.0,0.087,0.597,0.34,0.937,1.024
91,2016,11,Tamil Nadu,Ramananthapuram,50.37,0.0,0.0,0.14,0.14,0.02,0.05,0.04,0.0,0.0,0.0,0.12,0.12,0.1,0.09,0.0,0.32,0.71,0.88,0.009
91,2017,11,Tamil Nadu,Ramananthapuram,64.159,0.0,0.19,0.19,0.013,0.034,0.068,0.0,0.0,0.0,0.098,0.098,0.0,64.562,0.0,0.001,0.001,0.076,0.077,0.078
92,2016,11,Tamil Nadu,Thirunelveli,29.88,0.0,1.95,0.08,2.04,0.04,1.06,0.01,0.0,0.0,0.03,3.14,3.17,0.78,0.04,0.0,2.44,1.79,21.96,0.171
92,2017,11,Tamil Nadu,Thirunelveli,63.311,0.291,0.038,0.329,0.121,2.209,0.025,0.0,0.0,0.025,0.0,0.025,0.0,66.02,0.0,0.011,0.221,1.565,1.786,1.797
93,2016,11,Tamil Nadu,The Nilgiris,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
93,2017,11,Tamil Nadu,The Nilgiris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
94,2016,11,Tamil Nadu,Kanyakumari,12.16,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.0,0.0,0.0,0.0,6.72,0.0
94,2017,11,Tamil Nadu,Kanyakumari,9.628,0.001,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.633,0.0,0.0,0.02,0.041,0.061,0.061
96,2016,7,Maharashtra,Thane,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
96,2017,7,Maharashtra,Thane,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
97,2016,7,Maharashtra,Raigarh,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
97,2017,7,Maharashtra,Raigarh,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
98,2016,7,Maharashtra,Ratnagiri,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
98,2017,7,Maharashtra,Ratnagiri,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
99,2016,7,Maharashtra,Nasik,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
99,2017,7,Maharashtra,Nasik,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
100,2016,7,Maharashtra,Dhule,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
100,2017,7,Maharashtra,Dhule,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
101,2016,7,Maharashtra,Jalgaon,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
101,2017,7,Maharashtra,Jalgaon,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
102,2016,7,Maharashtra,Ahmednagar,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
102,2017,7,Maharashtra,Ahmednagar,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
103,2016,7,Maharashtra,Pune,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
103,2017,7,Maharashtra,Pune,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
104,2016,7,Maharashtra,Satara,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
104,2017,7,Maharashtra,Satara,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
105,2016,7,Maharashtra,Sangli,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
105,2017,7,Maharashtra,Sangli,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
106,2016,7,Maharashtra,Solapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
106,2017,7,Maharashtra,Solapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
107,2016,7,Maharashtra,Kolhapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
107,2017,7,Maharashtra,Kolhapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
108,2016,7,Maharashtra,Aurangabad,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
108,2017,7,Maharashtra,Aurangabad,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
109,2016,7,Maharashtra,Parbhani,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
109,2017,7,Maharashtra,Parbhani,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
110,2016,7,Maharashtra,Bid,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
110,2017,7,Maharashtra,Bid,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
111,2016,7,Maharashtra,Nanded,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
111,2017,7,Maharashtra,Nanded,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
112,2016,7,Maharashtra,Osmanabad,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
112,2017,7,Maharashtra,Osmanabad,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
113,2016,7,Maharashtra,Buldhana,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
113,2017,7,Maharashtra,Buldhana,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
